Audio Path,Plate Thickness,Electrode,Type of Current,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_14_mean,MFCC_15_mean,MFCC_16_mean,MFCC_17_mean,MFCC_18_mean,MFCC_19_mean,MFCC_20_mean,MFCC_1_std,MFCC_2_std,MFCC_3_std,MFCC_4_std,MFCC_5_std,MFCC_6_std,MFCC_7_std,MFCC_8_std,MFCC_9_std,MFCC_10_std,MFCC_11_std,MFCC_12_std,MFCC_13_std,MFCC_14_std,MFCC_15_std,MFCC_16_std,MFCC_17_std,MFCC_18_std,MFCC_19_std,MFCC_20_std
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-143741_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-189.57907104492188,14.845693588256836,-17.00751495361328,-46.1179313659668,-53.755985260009766,-18.71902084350586,-15.024129867553711,-15.604965209960938,-28.743213653564453,-2.4070894718170166,-4.587197303771973,-6.093277454376221,0.2771342694759369,1.015293002128601,-0.94383704662323,-1.0012980699539185,-5.492203712463379,2.4639196395874023,1.309996247291565,0.6256294250488281,67.08363342285156,33.9588508605957,23.542377471923828,23.711708068847656,20.410621643066406,13.581442832946777,12.929620742797852,10.517213821411133,9.72899055480957,10.037968635559082,10.593548774719238,10.082237243652344,10.20507526397705,8.469560623168945,7.847972869873047,8.862092018127441,6.66338586807251,6.161253929138184,6.453042984008789,6.62574577331543
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-142509_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-198.03732299804688,17.906442642211914,-0.433910071849823,-24.034912109375,-36.6040153503418,-5.1308817863464355,-0.7902945280075073,-5.764603137969971,-22.39653778076172,3.60284686088562,-3.9193129539489746,-5.277928352355957,-0.27156564593315125,2.8249783515930176,-4.8141326904296875,-3.555239677429199,-5.214943885803223,1.2611135244369507,-2.0472919940948486,0.5710225105285645,78.44328308105469,37.44511413574219,31.374591827392578,21.267974853515625,18.021257400512695,14.773923873901367,18.832944869995117,10.943770408630371,13.083109855651855,9.942209243774414,11.232132911682129,8.589015007019043,7.8119893074035645,7.784477233886719,7.900084018707275,7.835263729095459,7.305960655212402,6.712093353271484,8.028678894042969,7.056553840637207
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-143832_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-203.874267578125,34.52552795410156,-13.962812423706055,-24.670032501220703,-40.33618927001953,-1.629734992980957,-9.181683540344238,-6.491059303283691,-21.728673934936523,9.308467864990234,-5.018527030944824,-3.9276299476623535,1.3812979459762573,4.817350387573242,-5.685365676879883,1.8932420015335083,-5.309406757354736,2.3958866596221924,-1.6352667808532715,3.4200279712677,110.76467895507812,45.21000671386719,32.426666259765625,27.106613159179688,22.40812873840332,20.792768478393555,14.700037002563477,13.87778377532959,14.13844108581543,11.207772254943848,10.712244033813477,9.480635643005371,8.197339057922363,8.738030433654785,6.897140979766846,9.983790397644043,6.304538249969482,6.554238319396973,6.344562530517578,6.802309989929199
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-186.2657928466797,18.518062591552734,-26.35301971435547,-30.613122940063477,-32.78338623046875,1.2112981081008911,2.386631488800049,-2.7657017707824707,-16.85755157470703,4.594749927520752,-3.53109073638916,-2.7621238231658936,0.2798154652118683,0.6795867681503296,-5.935931205749512,-1.6596413850784302,-9.501503944396973,-5.942927360534668,-10.489583015441895,-8.759745597839355,52.43873977661133,44.27979278564453,25.820003509521484,20.63207244873047,17.155729293823242,16.19009017944336,16.0362491607666,16.577434539794922,12.357415199279785,12.566826820373535,14.244190216064453,12.344681739807129,8.769793510437012,9.578703880310059,8.738933563232422,7.015927791595459,7.296825408935547,6.855974197387695,6.930312156677246,6.380448818206787
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-188.08302307128906,34.464473724365234,-6.495912075042725,-35.089195251464844,-44.4710807800293,-9.976518630981445,-7.3728156089782715,-10.364033699035645,-20.610111236572266,3.6180942058563232,-4.711116313934326,-3.5489230155944824,0.9558966159820557,0.6434603929519653,-4.951767921447754,-3.2479710578918457,-6.494259834289551,-2.9322659969329834,-6.869577884674072,-5.634318828582764,88.4831314086914,48.154754638671875,34.510562896728516,28.553285598754883,21.399229049682617,18.999292373657227,13.160127639770508,14.44279956817627,11.924310684204102,11.974395751953125,14.128693580627441,12.372278213500977,10.59101676940918,7.923637390136719,8.555670738220215,7.64804220199585,6.135095596313477,7.478377819061279,7.081419467926025,6.990626811981201
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-180.28492736816406,24.460168838500977,-2.0942940711975098,-18.609785079956055,-26.228967666625977,-0.01905250735580921,-4.21898078918457,-5.223846435546875,-16.850446701049805,10.57191276550293,-2.2572667598724365,-1.0612390041351318,4.281249523162842,6.693629264831543,-3.8056540489196777,0.18427374958992004,-2.2118561267852783,-0.7919422388076782,-1.8434863090515137,-0.8586549758911133,54.03207778930664,42.17573928833008,22.293733596801758,23.590185165405273,14.931879043579102,15.823410034179688,13.4171142578125,13.42894458770752,10.56912612915039,10.267160415649414,10.384984016418457,9.442167282104492,7.6962361335754395,8.800576210021973,11.283819198608398,7.65392541885376,5.389186382293701,7.039831161499023,6.483743190765381,7.495443820953369
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-143635_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-188.39002990722656,26.670236587524414,-7.599516868591309,-28.376298904418945,-37.73429489135742,-6.73530912399292,-4.852275848388672,-7.499899864196777,-19.436445236206055,2.308034658432007,-2.75917387008667,-2.171891689300537,1.9070647954940796,2.200383424758911,-2.214761734008789,-1.0007094144821167,-8.926212310791016,-0.41975411772727966,3.5257866382598877,2.3547282218933105,67.54517364501953,42.61090087890625,21.8809814453125,17.651296615600586,16.590518951416016,11.826982498168945,12.886728286743164,9.459832191467285,7.63480806350708,10.638532638549805,9.096519470214844,7.3312907218933105,9.665411949157715,6.659128665924072,7.472085475921631,6.9119415283203125,6.655284404754639,7.476763725280762,7.3502278327941895,6.396037578582764
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-142846_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-221.8477325439453,-12.277471542358398,-26.579153060913086,-34.567359924316406,-37.47260665893555,4.729260444641113,3.7839369773864746,2.616886854171753,-15.185314178466797,12.744203567504883,5.175765037536621,0.28342312574386597,4.151834011077881,6.489095687866211,0.040501005947589874,1.0174648761749268,-3.020052671432495,5.017348289489746,1.1678014993667603,-2.75303053855896,87.21549224853516,44.84259033203125,31.50969886779785,28.801916122436523,32.951011657714844,17.810504913330078,21.3287353515625,14.149393081665039,13.76131534576416,12.189275741577148,10.812313079833984,10.606711387634277,7.606506824493408,9.866761207580566,7.759020805358887,8.162657737731934,7.939944267272949,6.15780782699585,7.466665267944336,6.372283935546875
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-180.52513122558594,36.61381530761719,-9.577004432678223,-27.60630226135254,-37.653629302978516,-3.703254222869873,-1.0781103372573853,-10.845633506774902,-15.97456169128418,4.664227485656738,-0.8630919456481934,-4.831267833709717,1.9811151027679443,0.7355567216873169,-4.7638726234436035,-5.75026798248291,-3.8161492347717285,-3.945174217224121,-5.918619632720947,-3.65887188911438,67.6612548828125,35.837242126464844,34.11418533325195,19.817825317382812,16.40077781677246,17.656497955322266,13.36069107055664,13.326913833618164,10.469861030578613,12.58383846282959,9.856230735778809,10.511575698852539,10.753853797912598,10.984086990356445,10.063612937927246,9.014701843261719,10.216580390930176,10.130239486694336,8.513823509216309,7.350184917449951
/home/luis/projects/tesis/audio/alejandra-2025/prediccion_etiqueta_cc/audios/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder.wav,Placa_6mm,E6013,DC,-220.0458526611328,6.828800201416016,-33.41233825683594,-32.30720138549805,-39.75364685058594,-14.002184867858887,-11.280611991882324,-12.45300006866455,-26.233047485351562,6.349527359008789,-4.55026912689209,1.0825031995773315,-3.2382688522338867,2.530564069747925,-4.728336334228516,-6.244455814361572,-4.512729167938232,-3.552896738052368,-1.0267733335494995,-1.7919985055923462,108.2221450805664,39.89948272705078,28.26651382446289,19.47127914428711,21.270158767700195,19.39999771118164,19.692136764526367,10.894262313842773,13.42999267578125,11.509195327758789,11.534399032592773,10.900687217712402,10.727474212646484,8.165212631225586,8.171327590942383,10.395587921142578,7.822403907775879,8.36245059967041,6.671499252319336,6.424716949462891
